Checked,File ID,RT [min],First Scan,Mass Analyzer,Activation Type,MS Order,# PSMs,Best PSM Ambiguity,Isolation Interference [%],Ion Inject Time [ms],Precursor m/z [Da],Precursor MH+ [Da],Precursor Charge,Spectrum File
FALSE,F115,30.5568,4746,Fourier Transform,NCE 27±3 %,MS2,0,None,11.87412,150,597.3031,1789.89475,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,30.6582,4763,Fourier Transform,NCE 27±6 %,MS2,0,None,21.65362,150,545.63434,1634.88846,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,30.6626,4764,Fourier Transform,NCE 24±3 %,MS2,0,None,21.65362,150,545.63434,1634.88846,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,30.6657,4765,Fourier Transform,NCE 27±3 %,MS2,0,None,21.65362,150,545.63434,1634.88846,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,30.6831,4769,Fourier Transform,NCE 27±6 %,MS2,0,None,38.55472,150,409.47769,1634.88894,4,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,30.6876,4770,Fourier Transform,NCE 24±3 %,MS2,0,None,38.55472,150,409.47769,1634.88894,4,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,30.6907,4771,Fourier Transform,NCE 27±3 %,MS2,0,None,38.55472,150,409.47769,1634.88894,4,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,30.7081,4775,Fourier Transform,NCE 27±6 %,MS2,0,None,100,150,543.26758,1627.78818,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,30.7125,4776,Fourier Transform,NCE 24±3 %,MS2,0,None,100,150,543.26758,1627.78818,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,30.7156,4777,Fourier Transform,NCE 27±3 %,MS2,0,None,100,150,543.26758,1627.78818,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,30.9427,4814,Fourier Transform,NCE 27±6 %,MS2,0,None,25.49564,150,481.99695,1924.96596,4,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,30.9471,4815,Fourier Transform,NCE 24±3 %,MS2,0,None,25.49564,150,481.99695,1924.96596,4,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,30.9502,4816,Fourier Transform,NCE 27±3 %,MS2,0,None,25.49564,150,481.99695,1924.96596,4,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,31.1553,4849,Fourier Transform,NCE 27±6 %,MS2,0,None,65.45235,150,597.3031,1789.89475,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,31.1598,4850,Fourier Transform,NCE 24±3 %,MS2,0,None,65.45235,150,597.3031,1789.89475,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,31.1628,4851,Fourier Transform,NCE 27±3 %,MS2,0,None,65.45235,150,597.3031,1789.89475,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,31.7797,4948,Fourier Transform,NCE 27±6 %,MS2,0,None,17.89592,150,597.3031,1789.89475,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,31.7841,4949,Fourier Transform,NCE 24±3 %,MS2,0,None,17.89592,150,597.3031,1789.89475,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,31.7872,4950,Fourier Transform,NCE 27±3 %,MS2,0,None,17.89592,150,597.3031,1789.89475,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,32.322,5035,Fourier Transform,NCE 27±6 %,MS2,0,None,2.580017,150,597.30304,1789.89457,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,32.3264,5036,Fourier Transform,NCE 24±3 %,MS2,0,None,2.580017,150,597.30304,1789.89457,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,32.3295,5037,Fourier Transform,NCE 27±3 %,MS2,0,None,2.580017,150,597.30304,1789.89457,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,33.1166,5163,Fourier Transform,NCE 27±6 %,MS2,0,None,39.93404,150,597.30347,1789.89585,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,33.121,5164,Fourier Transform,NCE 24±3 %,MS2,0,None,39.93404,150,597.30347,1789.89585,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,33.1241,5165,Fourier Transform,NCE 27±3 %,MS2,0,None,39.93404,150,597.30347,1789.89585,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,33.7381,5263,Fourier Transform,NCE 27±6 %,MS2,0,None,16.51327,150,597.30304,1789.89457,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,33.7425,5264,Fourier Transform,NCE 24±3 %,MS2,0,None,16.51327,150,597.30304,1789.89457,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,33.7456,5265,Fourier Transform,NCE 27±3 %,MS2,0,None,16.51327,150,597.30304,1789.89457,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,34.3784,5365,Fourier Transform,NCE 27±6 %,MS2,0,None,63.91133,150,508.65338,2539.2378,5,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,34.3828,5366,Fourier Transform,NCE 24±3 %,MS2,0,None,63.91133,150,508.65338,2539.2378,5,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,34.386,5367,Fourier Transform,NCE 27±3 %,MS2,0,None,63.91133,150,508.65338,2539.2378,5,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,34.656,5411,Fourier Transform,NCE 27±6 %,MS2,0,None,57.54057,150,588.29797,1762.87937,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,34.6604,5412,Fourier Transform,NCE 24±3 %,MS2,0,None,57.54057,150,588.29797,1762.87937,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,34.6635,5413,Fourier Transform,NCE 27±3 %,MS2,0,None,57.54057,150,588.29797,1762.87937,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,34.8219,5439,Fourier Transform,NCE 27±6 %,MS2,0,None,34.80182,150,597.30304,1789.89457,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,34.8263,5440,Fourier Transform,NCE 24±3 %,MS2,0,None,34.80182,150,597.30304,1789.89457,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,34.8294,5441,Fourier Transform,NCE 27±3 %,MS2,0,None,34.80182,150,597.30304,1789.89457,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,34.9546,5462,Fourier Transform,NCE 27±6 %,MS2,0,None,18.4955,150,614.32806,2454.29043,4,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,34.9591,5463,Fourier Transform,NCE 24±3 %,MS2,0,None,18.4955,150,614.32806,2454.29043,4,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,34.9622,5464,Fourier Transform,NCE 27±3 %,MS2,0,None,18.4955,150,614.32806,2454.29043,4,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,35.0108,5473,Fourier Transform,NCE 27±6 %,MS2,0,None,47.19208,150,614.58002,2455.29824,4,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,35.0152,5474,Fourier Transform,NCE 24±3 %,MS2,0,None,47.19208,150,614.58002,2455.29824,4,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,35.0183,5475,Fourier Transform,NCE 27±3 %,MS2,0,None,47.19208,150,614.58002,2455.29824,4,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,35.8074,5602,Fourier Transform,NCE 27±6 %,MS2,0,None,9.751219,150,597.30304,1789.89457,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,35.8118,5603,Fourier Transform,NCE 24±3 %,MS2,0,None,9.751219,150,597.30304,1789.89457,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,35.8149,5604,Fourier Transform,NCE 27±3 %,MS2,0,None,9.751219,150,597.30304,1789.89457,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,36.5737,5726,Fourier Transform,NCE 27±6 %,MS2,0,None,0,150,597.30304,1789.89457,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,36.5781,5727,Fourier Transform,NCE 24±3 %,MS2,0,None,0,150,597.30304,1789.89457,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,36.5812,5728,Fourier Transform,NCE 27±3 %,MS2,0,None,0,150,597.30304,1789.89457,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,36.6424,5739,Fourier Transform,NCE 27±6 %,MS2,0,None,38.6459,150,455.24161,1817.9446,4,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,36.6468,5740,Fourier Transform,NCE 24±3 %,MS2,0,None,38.6459,150,455.24161,1817.9446,4,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,36.6499,5741,Fourier Transform,NCE 27±3 %,MS2,0,None,38.6459,150,455.24161,1817.9446,4,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,37.1013,5814,Fourier Transform,NCE 27±6 %,MS2,0,None,9.848139,150,597.3031,1789.89475,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,37.1058,5815,Fourier Transform,NCE 24±3 %,MS2,0,None,9.848139,150,597.3031,1789.89475,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,37.1088,5816,Fourier Transform,NCE 27±3 %,MS2,0,None,9.848139,150,597.3031,1789.89475,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,37.6819,5904,Fourier Transform,NCE 27±6 %,MS2,0,None,23.3377,150,597.30316,1789.89493,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,37.6863,5905,Fourier Transform,NCE 24±3 %,MS2,0,None,23.3377,150,597.30316,1789.89493,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,37.6894,5906,Fourier Transform,NCE 27±3 %,MS2,0,None,23.3377,150,597.30316,1789.89493,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,38.3178,6007,Fourier Transform,NCE 27±6 %,MS2,0,None,66.15639,150,597.30334,1789.89548,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,38.3222,6008,Fourier Transform,NCE 24±3 %,MS2,0,None,66.15639,150,597.30334,1789.89548,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,38.3253,6009,Fourier Transform,NCE 27±3 %,MS2,0,None,66.15639,150,597.30334,1789.89548,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,40.994,6435,Fourier Transform,NCE 27±6 %,MS2,0,None,65.9568,150,597.30334,1789.89548,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,40.9984,6436,Fourier Transform,NCE 24±3 %,MS2,0,None,65.9568,150,597.30334,1789.89548,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,41.0015,6437,Fourier Transform,NCE 27±3 %,MS2,0,None,65.9568,150,597.30334,1789.89548,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,41.1195,6457,Fourier Transform,NCE 27±6 %,MS2,0,None,10.84086,150,714.33191,2140.98117,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,41.1239,6458,Fourier Transform,NCE 24±3 %,MS2,0,None,10.84086,150,714.33191,2140.98117,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,41.127,6459,Fourier Transform,NCE 27±3 %,MS2,0,None,10.84086,150,714.33191,2140.98117,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,41.2702,6483,Fourier Transform,NCE 27±6 %,MS2,0,None,0,150,714.66534,2141.98148,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,41.2746,6484,Fourier Transform,NCE 24±3 %,MS2,0,None,0,150,714.66534,2141.98148,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,41.2777,6485,Fourier Transform,NCE 27±3 %,MS2,0,None,0,150,714.66534,2141.98148,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,41.3706,6501,Fourier Transform,NCE 27±6 %,MS2,0,None,8.563109,150,493.51788,1971.0497,4,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,41.3751,6502,Fourier Transform,NCE 24±3 %,MS2,0,None,8.563109,150,493.51788,1971.0497,4,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,41.3781,6503,Fourier Transform,NCE 27±3 %,MS2,0,None,8.563109,150,493.51788,1971.0497,4,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,41.6163,6542,Fourier Transform,NCE 27±6 %,MS2,0,None,0,150,713.33954,2850.33632,4,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,41.6207,6543,Fourier Transform,NCE 24±3 %,MS2,0,None,0,150,713.33954,2850.33632,4,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,41.6238,6544,Fourier Transform,NCE 27±3 %,MS2,0,None,0,150,713.33954,2850.33632,4,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,41.7041,6558,Fourier Transform,NCE 27±6 %,MS2,0,None,0,150,713.33795,2850.32998,4,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,41.7085,6559,Fourier Transform,NCE 24±3 %,MS2,0,None,0,150,713.33795,2850.32998,4,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,41.7116,6560,Fourier Transform,NCE 27±3 %,MS2,0,None,0,150,713.33795,2850.32998,4,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,42.2319,6644,Fourier Transform,NCE 27±6 %,MS2,0,None,69.62012,150,643.55524,2571.19912,4,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,42.2363,6645,Fourier Transform,NCE 24±3 %,MS2,0,None,69.62012,150,643.55524,2571.19912,4,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,42.2394,6646,Fourier Transform,NCE 27±3 %,MS2,0,None,69.62012,150,643.55524,2571.19912,4,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,43.2965,6815,Fourier Transform,NCE 27±6 %,MS2,0,None,28.85637,150,455.49399,1818.95412,4,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,43.3009,6816,Fourier Transform,NCE 24±3 %,MS2,0,None,28.85637,150,455.49399,1818.95412,4,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,43.304,6817,Fourier Transform,NCE 27±3 %,MS2,0,None,28.85637,150,455.49399,1818.95412,4,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,44.166,6955,Fourier Transform,NCE 27±6 %,MS2,0,None,8.075159,150,468.9993,1872.97536,4,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,44.1704,6956,Fourier Transform,NCE 24±3 %,MS2,0,None,8.075159,150,468.9993,1872.97536,4,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,44.1735,6957,Fourier Transform,NCE 27±3 %,MS2,0,None,8.075159,150,468.9993,1872.97536,4,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,44.1845,6960,Fourier Transform,NCE 27±6 %,MS2,0,None,20.44378,150,624.99701,1872.97647,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,44.189,6961,Fourier Transform,NCE 24±3 %,MS2,0,None,20.44378,150,624.99701,1872.97647,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,44.1921,6962,Fourier Transform,NCE 27±3 %,MS2,0,None,20.44378,150,624.99701,1872.97647,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,44.6762,7036,Fourier Transform,NCE 27±6 %,MS2,0,None,1.498913,150,468.99951,1872.97622,4,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,44.6806,7037,Fourier Transform,NCE 24±3 %,MS2,0,None,1.498913,150,468.99951,1872.97622,4,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,44.6838,7038,Fourier Transform,NCE 27±3 %,MS2,0,None,1.498913,150,468.99951,1872.97622,4,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,44.6952,7041,Fourier Transform,NCE 27±6 %,MS2,0,None,55.3692,150,624.99695,1872.97629,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,44.6996,7042,Fourier Transform,NCE 24±3 %,MS2,0,None,55.3692,150,624.99695,1872.97629,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,44.7028,7043,Fourier Transform,NCE 27±3 %,MS2,0,None,55.3692,150,624.99695,1872.97629,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,45.2064,7124,Fourier Transform,NCE 27±6 %,MS2,0,None,57.57261,150,468.99875,1872.97317,4,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,45.2108,7125,Fourier Transform,NCE 24±3 %,MS2,0,None,57.57261,150,468.99875,1872.97317,4,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,45.2139,7126,Fourier Transform,NCE 27±3 %,MS2,0,None,57.57261,150,468.99875,1872.97317,4,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,45.2684,7136,Fourier Transform,NCE 27±6 %,MS2,0,None,19.53501,150,656.32452,2622.27627,4,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,45.2728,7137,Fourier Transform,NCE 24±3 %,MS2,0,None,19.53501,150,656.32452,2622.27627,4,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,45.2759,7138,Fourier Transform,NCE 27±3 %,MS2,0,None,19.53501,150,656.32452,2622.27627,4,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,45.4559,7168,Fourier Transform,NCE 27±6 %,MS2,0,None,0,150,656.57397,2623.27407,4,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,45.4603,7169,Fourier Transform,NCE 24±3 %,MS2,0,None,0,150,656.57397,2623.27407,4,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,45.4634,7170,Fourier Transform,NCE 27±3 %,MS2,0,None,0,150,656.57397,2623.27407,4,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,45.682,7206,Fourier Transform,NCE 27±6 %,MS2,0,None,8.383954,150,675.31915,2023.94291,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,45.6864,7207,Fourier Transform,NCE 24±3 %,MS2,0,None,8.383954,150,675.31915,2023.94291,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,45.6895,7208,Fourier Transform,NCE 27±3 %,MS2,0,None,8.383954,150,675.31915,2023.94291,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,45.7194,7214,Fourier Transform,NCE 27±6 %,MS2,0,None,9.455996,150,468.99878,1872.97329,4,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,45.7238,7215,Fourier Transform,NCE 24±3 %,MS2,0,None,9.455996,150,468.99878,1872.97329,4,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,45.7269,7216,Fourier Transform,NCE 27±3 %,MS2,0,None,9.455996,150,468.99878,1872.97329,4,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,46.7034,7372,Fourier Transform,NCE 27±6 %,MS2,0,None,45.52914,150,599.96881,1797.89188,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,46.7079,7373,Fourier Transform,NCE 24±3 %,MS2,0,None,45.52914,150,599.96881,1797.89188,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,46.711,7374,Fourier Transform,NCE 27±3 %,MS2,0,None,45.52914,150,599.96881,1797.89188,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
FALSE,F115,46.893,7404,Fourier Transform,NCE 27±6 %,MS2,0,None,34.17979,150,544.96313,1632.87485,3,Lumos_RSLC3_stepped-HCD_comparison_3.raw
